Accessed Elements:	access time us
1	 	 	0.169
2	 	 	0.028
3	 	 	0.014
4	 	 	0.023
5	 	 	0.014
6	 	 	0.015
7	 	 	0.021
8	 	 	0.013
9	 	 	0.023
10	 	 	0.015
11	 	 	0.021
12	 	 	0.014
13	 	 	0.015
14	 	 	0.015
15	 	 	0.016
16	 	 	0.022
17	 	 	0.02
18	 	 	0.014
19	 	 	0.021
20	 	 	0.013
21	 	 	0.021
22	 	 	0.015
23	 	 	0.021
24	 	 	0.015
25	 	 	0.022
26	 	 	0.014
27	 	 	0.014
28	 	 	0.021
29	 	 	0.025
30	 	 	0.024
31	 	 	0.014
32	 	 	0.022
33	 	 	0.021
34	 	 	0.022
35	 	 	0.015
36	 	 	0.015
37	 	 	0.016
38	 	 	0.015
39	 	 	0.022
40	 	 	0.015
41	 	 	0.022
42	 	 	0.021
43	 	 	0.015
44	 	 	0.016
45	 	 	0.022
46	 	 	0.022
47	 	 	0.021
48	 	 	0.022
49	 	 	0.015
50	 	 	0.021
51	 	 	0.016
52	 	 	0.023
53	 	 	0.014
54	 	 	0.023
55	 	 	0.014
56	 	 	0.024
57	 	 	0.023
58	 	 	0.021
59	 	 	0.023
60	 	 	0.021
61	 	 	0.022
62	 	 	0.015
63	 	 	0.021
64	 	 	0.023
65	 	 	0.022
66	 	 	0.023
67	 	 	0.022
68	 	 	0.022
69	 	 	0.015
70	 	 	0.015
71	 	 	0.015
72	 	 	0.023
73	 	 	0.015
74	 	 	0.015
75	 	 	0.022
76	 	 	0.015
77	 	 	0.015
78	 	 	0.015
79	 	 	0.022
80	 	 	0.015
81	 	 	0.015
82	 	 	0.015
83	 	 	0.014
84	 	 	0.021
85	 	 	0.014
86	 	 	0.015
87	 	 	0.022
88	 	 	0.023
89	 	 	0.014
90	 	 	0.015
91	 	 	0.022
92	 	 	0.015
93	 	 	0.022
94	 	 	0.015
95	 	 	0.015
96	 	 	0.021
97	 	 	0.023
98	 	 	0.024
99	 	 	0.023
100	 	 	0.014
101	 	 	0.022
102	 	 	0.023
103	 	 	0.015
104	 	 	0.021
105	 	 	0.015
106	 	 	0.015
107	 	 	0.021
108	 	 	0.023
109	 	 	0.022
110	 	 	0.013
111	 	 	0.013
112	 	 	0.014
113	 	 	0.022
114	 	 	0.016
115	 	 	0.015
116	 	 	0.016
117	 	 	0.014
118	 	 	0.014
119	 	 	0.023
120	 	 	0.02
